"origin","dest","year","flow_2.5%","flow_50%","flow_97.5%"
"Romania","Cyprus","2016",82.2,426.3,2120.9
"Slovakia","Cyprus","2016",24.2,51,107.6
"Slovenia","Cyprus","2016",5.8,10.2,17.5
"Spain","Cyprus","2016",23.2,112.5,548.6
"Sweden","Cyprus","2016",63.8,91.9,131.7
"Switzerland","Cyprus","2016",51.4,73.1,104.8
"United Kingdom","Cyprus","2016",776.4,4281.5,22162.9
"North Macedonia","Cyprus","2016",1,3.1,8.9
"Other Europe","Cyprus","2016",124.7,1113.4,9219.5
"North Africa","Cyprus","2016",27.1,230.8,2005.9
"Sub-Saharan Africa","Cyprus","2016",89.4,752.9,5985
"West Asia","Cyprus","2016",77.8,700.7,6217
"East Asia","Cyprus","2016",14.6,120.1,1205
"South-Southeast Asia","Cyprus","2016",100.8,837.1,7685.1
"North America and Oceania","Cyprus","2016",32,289.3,2579.3
"Latin America","Cyprus","2016",18,147.2,1283.2
"Austria","Czechia","2016",858.8,1339.9,2115.2
"Belgium","Czechia","2016",290.7,450.8,701.9
"Bulgaria","Czechia","2016",625.4,1298.6,2688.3
"Croatia","Czechia","2016",152.2,313.1,632.7
"Cyprus","Czechia","2016",18.6,94,504.9
"Czechia","Czechia","2016",NA,NA,NA
"Denmark","Czechia","2016",255.7,360.4,503.2
"Estonia","Czechia","2016",44.6,90.9,189.3
"Finland","Czechia","2016",74.6,107.2,152.3
"France","Czechia","2016",814,1270,1947.2
"Germany","Czechia","2016",983.5,5396.6,28314.6
"Greece","Czechia","2016",145.7,778.8,3983.4
"Hungary","Czechia","2016",174.5,889.8,4676.5
"Iceland","Czechia","2016",50,72.7,105.9
"Ireland","Czechia","2016",169.5,480.4,1310
"Italy","Czechia","2016",1010.7,1559.9,2429.4
"Latvia","Czechia","2016",18.9,101.4,499.8
"Liechtenstein","Czechia","2016",0.2,0.6,1.5
"Lithuania","Czechia","2016",61.2,94.7,149.5
"Luxembourg","Czechia","2016",7.5,36.2,184.8
"Malta","Czechia","2016",5,24.7,122.5
"Netherlands","Czechia","2016",454.9,627,868.6
"Norway","Czechia","2016",136.3,193.7,274.6
"Poland","Czechia","2016",493.6,2571.4,12936.8
"Portugal","Czechia","2016",33.7,160.7,832.6
"Romania","Czechia","2016",211.8,1058.9,5522.3
"Slovakia","Czechia","2016",6021.9,12158.3,23798.2
"Slovenia","Czechia","2016",63.7,98.1,157.4
"Spain","Czechia","2016",215.2,1069.1,5343.3
"Sweden","Czechia","2016",160.7,223.5,312.1
"Switzerland","Czechia","2016",443.7,614.3,846.2
"United Kingdom","Czechia","2016",629.2,3188.2,15571.5
"North Macedonia","Czechia","2016",31.7,65.5,140.1
"Other Europe","Czechia","2016",1325.3,11982.4,111899.9
"North Africa","Czechia","2016",91.5,808,7053.6
"Sub-Saharan Africa","Czechia","2016",238.1,1983.7,17785.3
"West Asia","Czechia","2016",173.1,1413.1,12306.2
"East Asia","Czechia","2016",218.2,1764.6,14726
"South-Southeast Asia","Czechia","2016",368.3,3178.3,28494.2
"North America and Oceania","Czechia","2016",218.9,1713.5,15289.9
"Latin America","Czechia","2016",155.3,1271.4,10982.4
"Austria","Denmark","2016",202.3,262.7,335
"Belgium","Denmark","2016",338.6,430.6,550.7
"Bulgaria","Denmark","2016",1050.2,1349.9,1740.4
"Croatia","Denmark","2016",259.2,337.7,440.7
"Cyprus","Denmark","2016",58.1,79.5,109.1
"Czechia","Denmark","2016",317,412.3,536.8
"Denmark","Denmark","2016",NA,NA,NA
"Estonia","Denmark","2016",123.9,164.7,218
"Finland","Denmark","2016",417.2,527.4,662.5
"France","Denmark","2016",1062.5,1341.3,1701.9
"Germany","Denmark","2016",2892.7,3768.9,4889.4
"Greece","Denmark","2016",414.5,534.6,693.8
"Hungary","Denmark","2016",575.5,752.1,977.3
"Iceland","Denmark","2016",797.7,986.3,1230.1
"Ireland","Denmark","2016",259.6,337.8,442.6
"Italy","Denmark","2016",1286.6,1632.3,2072.4
"Latvia","Denmark","2016",418.7,549.8,716.9
"Liechtenstein","Denmark","2016",1.3,2.5,4.4
"Lithuania","Denmark","2016",1419.6,1792.4,2281.9
"Luxembourg","Denmark","2016",99.5,133.1,177.3
"Malta","Denmark","2016",39.6,55.7,77.6
"Netherlands","Denmark","2016",727.6,904.9,1119.6
"Norway","Denmark","2016",2761,3395.1,4195.3
"Poland","Denmark","2016",3025.3,3898.7,5048.4
"Portugal","Denmark","2016",373.6,490.2,638.8
"Romania","Denmark","2016",3107.1,4007.2,5127
"Slovakia","Denmark","2016",387.6,508.6,663.9
"Slovenia","Denmark","2016",46.5,61.6,82.6
"Spain","Denmark","2016",1561.3,1974.8,2510.7
"Sweden","Denmark","2016",3489.4,4308.3,5358.2
"Switzerland","Denmark","2016",471.4,586.2,725.4
"United Kingdom","Denmark","2016",2956.9,3831.3,4937.1
"North Macedonia","Denmark","2016",96.9,128.7,170.6
"Other Europe","Denmark","2016",3115.5,4025.3,5233.8
"North Africa","Denmark","2016",339.9,446.4,579.4
"Sub-Saharan Africa","Denmark","2016",1911.3,2461.7,3175.5
"West Asia","Denmark","2016",7501.7,9815.5,12610.7
"East Asia","Denmark","2016",1822.7,2347.3,3040.1
"South-Southeast Asia","Denmark","2016",5223.7,6763.7,8719.1
"North America and Oceania","Denmark","2016",4036,5182.7,6708.5
"Latin America","Denmark","2016",1166.5,1513.8,1949.8
"Austria","Estonia","2016",45.3,70.7,111.1
"Belgium","Estonia","2016",62.6,95.1,146
"Bulgaria","Estonia","2016",36.7,68,123.3
"Croatia","Estonia","2016",5.6,10.6,19.8
"Cyprus","Estonia","2016",10.9,21,40.9
"Czechia","Estonia","2016",47.8,92.4,176.2
"Denmark","Estonia","2016",90.5,126.9,173.3
"Estonia","Estonia","2016",NA,NA,NA
"Finland","Estonia","2016",1985.5,2692.4,3706.5
"France","Estonia","2016",176.5,266.8,410.2
"Germany","Estonia","2016",331.6,631.9,1217.2
"Greece","Estonia","2016",22.9,44.6,87.4
"Hungary","Estonia","2016",26,50.3,96.2
"Iceland","Estonia","2016",6.7,11,18
"Ireland","Estonia","2016",137.8,261.9,495.7
"Italy","Estonia","2016",129.8,200.1,310.5
"Latvia","Estonia","2016",248.1,483.7,923.6
"Liechtenstein","Estonia","2016",0,0.1,0.3
"Lithuania","Estonia","2016",79.6,122.9,188.8
"Luxembourg","Estonia","2016",11.8,22.8,44.8
"Malta","Estonia","2016",2.7,5.6,11.8
"Netherlands","Estonia","2016",89.8,124.9,174.3
"Norway","Estonia","2016",371.8,514.9,706.9
"Poland","Estonia","2016",47.7,93,175.9
"Portugal","Estonia","2016",28.7,55.9,107.3
"Romania","Estonia","2016",19.8,39.2,77.3
"Slovakia","Estonia","2016",13.2,24.8,47.3
"Slovenia","Estonia","2016",4.9,8.4,14
"Spain","Estonia","2016",137.7,271.4,520.8
"Sweden","Estonia","2016",238.7,329,459.8
"Switzerland","Estonia","2016",35.9,51.4,74
"United Kingdom","Estonia","2016",459.6,857.9,1632.6
"North Macedonia","Estonia","2016",1.4,2.7,5
"Other Europe","Estonia","2016",1940.2,3020.3,4619.3
"North Africa","Estonia","2016",22,35.6,57.3
"Sub-Saharan Africa","Estonia","2016",60.1,93.7,146.8
"West Asia","Estonia","2016",188.2,293.1,462.8
"East Asia","Estonia","2016",73.2,114.2,176.1
"South-Southeast Asia","Estonia","2016",151.7,237.7,366.5
"North America and Oceania","Estonia","2016",256.1,392.4,612.5
"Latin America","Estonia","2016",54.7,86.9,134.7
"Austria","Finland","2016",131.2,170.4,223
"Belgium","Finland","2016",200.5,258.8,336.4
"Bulgaria","Finland","2016",178.9,234.9,312.8
"Croatia","Finland","2016",31.9,45.2,63.8
"Cyprus","Finland","2016",30.9,44.8,64.2
"Czechia","Finland","2016",86.6,116.3,157
"Denmark","Finland","2016",510.4,636.9,791
"Estonia","Finland","2016",3235.7,4148.3,5411.3
"Finland","Finland","2016",NA,NA,NA
"France","Finland","2016",513.2,656.4,845.6
"Germany","Finland","2016",818.3,1058.1,1364.4
"Greece","Finland","2016",365.2,479.6,627.1
"Hungary","Finland","2016",183,241.1,324.2
"Iceland","Finland","2016",34.5,46.8,62.7
"Ireland","Finland","2016",132.6,177.6,234.5
"Italy","Finland","2016",569.6,728.5,934
"Latvia","Finland","2016",211.4,282,373.3
"Liechtenstein","Finland","2016",0.3,0.7,1.4
"Lithuania","Finland","2016",146,189,249.7
"Luxembourg","Finland","2016",39.8,56.8,80
"Malta","Finland","2016",48.5,67.5,92
"Netherlands","Finland","2016",300.9,375.4,468
"Norway","Finland","2016",495.8,613.7,765.9
"Poland","Finland","2016",489.8,635.5,833.3
"Portugal","Finland","2016",97.1,132,179
"Romania","Finland","2016",408.5,532.7,692.9
"Slovakia","Finland","2016",75,101.4,136
"Slovenia","Finland","2016",24.4,34.2,47.4
"Spain","Finland","2016",813.9,1026.2,1307.5
"Sweden","Finland","2016",2796.9,3468.4,4338.8
"Switzerland","Finland","2016",273.4,340.2,427.4
"United Kingdom","Finland","2016",1104.7,1429.9,1853.2
"North Macedonia","Finland","2016",14.4,21.7,32.4
"Other Europe","Finland","2016",3813.4,4986.6,6388.6
"North Africa","Finland","2016",356.7,463.6,610.1
"Sub-Saharan Africa","Finland","2016",1714.3,2238.2,2922.3
"West Asia","Finland","2016",4708.1,6167.6,8065.8
"East Asia","Finland","2016",1050.4,1368.5,1776.1
"South-Southeast Asia","Finland","2016",4132.9,5410,7019.7
"North America and Oceania","Finland","2016",1145.8,1509.3,1984.4
"Latin America","Finland","2016",481.1,629.3,827.8
"Austria","France","2016",899.4,1274,1818.9
"Belgium","France","2016",13178.6,18619.7,25994
"Bulgaria","France","2016",1325.1,2034,3135.4
"Croatia","France","2016",193.9,305.4,467.8
"Cyprus","France","2016",97.7,155.1,245.4
"Czechia","France","2016",843.8,1302.1,2061.7
"Denmark","France","2016",860.3,1144.6,1528.1
"Estonia","France","2016",185.2,283.9,437.5
"Finland","France","2016",478,636,849.5
"France","France","2016",NA,NA,NA
"Germany","France","2016",11377.6,17420.7,27094.9
"Greece","France","2016",1189.7,1840.5,2855.8
"Hungary","France","2016",702.7,1110.6,1733.2
"Iceland","France","2016",57.4,82.6,120.2
"Ireland","France","2016",2440.9,3768.2,5793.4
"Italy","France","2016",19775.2,27950,39686.5
"Latvia","France","2016",194.7,304.4,476.4
"Liechtenstein","France","2016",2.7,5.1,9.6
"Lithuania","France","2016",332,472.5,666
"Luxembourg","France","2016",3191.3,4946.8,7657.5
"Malta","France","2016",140,223.8,354.2
"Netherlands","France","2016",2984.5,4000.3,5296.7
"Norway","France","2016",705.3,980.7,1353.1
"Poland","France","2016",2248,3412.6,5391.8
"Portugal","France","2016",7689.9,12123.1,18829.2
"Romania","France","2016",5012.9,7916.1,12340.3
"Slovakia","France","2016",317,488.9,751.6
"Slovenia","France","2016",143.6,203.3,289.8
"Spain","France","2016",18301.8,25801.1,36521.6
"Sweden","France","2016",1047.2,1400.2,1863.3
"Switzerland","France","2016",8564.6,11834.8,16449.4
"United Kingdom","France","2016",20001.4,31306.8,47666.5
"North Macedonia","France","2016",105.4,220.8,461.8
"Other Europe","France","2016",2321.6,20263.8,175040.1
"North Africa","France","2016",4315.5,39741.1,356705.2
"Sub-Saharan Africa","France","2016",5434.3,43937.9,384199.2
"West Asia","France","2016",1612.8,14213.1,118773.9
"East Asia","France","2016",1874.2,16256.4,137253.3
"South-Southeast Asia","France","2016",3824.8,32198.8,280219.9
"North America and Oceania","France","2016",2027.7,18628.9,157773.7
"Latin America","France","2016",2918.8,24634.7,218585.4
"Austria","Germany","2016",12087.5,18629.6,29494.2
"Belgium","Germany","2016",3009.7,4648.9,7188.3
"Bulgaria","Germany","2016",16725.9,34191.2,73412
"Croatia","Germany","2016",13513.9,28487,58639.1
"Cyprus","Germany","2016",163.3,775.1,3815.6
"Czechia","Germany","2016",2062.3,10500.2,54461.6
"Denmark","Germany","2016",2666,3674.4,5092.5
"Estonia","Germany","2016",590.4,1204.6,2414.4
"Finland","Germany","2016",1108.5,1536.8,2159.6
"France","Germany","2016",11153,17185.8,26737.8
"Germany","Germany","2016",NA,NA,NA
"Greece","Germany","2016",6283.5,31347.4,151540.7
"Hungary","Germany","2016",3855.6,19436.9,100874.6
"Iceland","Germany","2016",181.2,254.9,357.7
"Ireland","Germany","2016",1303.1,3682.2,10105.3
"Italy","Germany","2016",36539.2,56603.1,87358.3
"Latvia","Germany","2016",498.9,2447.5,12284.7
"Liechtenstein","Germany","2016",45.4,72.5,116.5
"Lithuania","Germany","2016",3787.2,5921.1,9156.1
"Luxembourg","Germany","2016",342.5,1761.8,9034.7
"Malta","Germany","2016",80.9,376.4,1927.5
"Netherlands","Germany","2016",9436.4,13063.9,18206.8
"Norway","Germany","2016",1718.5,2415.4,3342.4
"Poland","Germany","2016",12783.4,70521.2,376898.2
"Portugal","Germany","2016",2696.5,13682.9,72942.6
"Romania","Germany","2016",4448.8,22359.9,114614.3
"Slovakia","Germany","2016",2130,4268.5,8625.1
"Slovenia","Germany","2016",1998,3103.4,4799.7
"Spain","Germany","2016",17434.7,27257.2,41892.5
"Sweden","Germany","2016",2392.2,3319.9,4574.7
"Switzerland","Germany","2016",12377.1,17122.2,23586.1
"United Kingdom","Germany","2016",11229,23195.3,48384.3
"North Macedonia","Germany","2016",1185.7,2409.5,4710.1
"Other Europe","Germany","2016",6471.2,57019.3,539791.7
"North Africa","Germany","2016",1368.4,12244.7,105847.3
"Sub-Saharan Africa","Germany","2016",3258.8,27607.4,253743.8
"West Asia","Germany","2016",3987.2,31809.2,277632.3
"East Asia","Germany","2016",2260.1,19969.2,179622.4
"South-Southeast Asia","Germany","2016",5027,43413.7,392720.7
"North America and Oceania","Germany","2016",2806.6,23890.8,212568.8
"Latin America","Germany","2016",1910.2,16311.9,139074.6
"Austria","Greece","2016",401.4,626.1,962.2
"Belgium","Greece","2016",442.5,688.7,1055.8
"Bulgaria","Greece","2016",3202,6700.5,14347.4
"Croatia","Greece","2016",18.5,38.4,80.5
"Cyprus","Greece","2016",284.9,1598.6,8450.8
"Czechia","Greece","2016",152.5,795.5,3880.5
"Denmark","Greece","2016",145.2,204,284.6
"Estonia","Greece","2016",14.7,29.8,61.6
"Finland","Greece","2016",66.6,95.5,139
"France","Greece","2016",738.9,1148.2,1786.5
"Germany","Greece","2016",3471.7,17081,83394.9
"Greece","Greece","2016",NA,NA,NA
"Hungary","Greece","2016",116.1,567.9,2672.3
"Iceland","Greece","2016",2.8,5.3,9.5
"Ireland","Greece","2016",59.7,167.6,472.5
"Italy","Greece","2016",613,949,1468.1
"Latvia","Greece","2016",12.9,66.3,324.9
"Liechtenstein","Greece","2016",0.7,1.6,3.3
"Lithuania","Greece","2016",95.4,150,237
"Luxembourg","Greece","2016",28.2,138.4,681.9
"Malta","Greece","2016",6.9,34.1,165
"Netherlands","Greece","2016",859.3,1189.2,1642.2
"Norway","Greece","2016",106,152.2,215.9
"Poland","Greece","2016",434.3,2157,10570.8
"Portugal","Greece","2016",27.2,141.8,668.3
"Romania","Greece","2016",724,3684.2,18779
"Slovakia","Greece","2016",44.4,91.8,195.2
"Slovenia","Greece","2016",11.4,19.2,31.8
"Spain","Greece","2016",160,801.3,4130.6
"Sweden","Greece","2016",296.7,416.6,587.4
"Switzerland","Greece","2016",381.7,535.8,743.8
"United Kingdom","Greece","2016",1428.1,5920.3,23619.9
"North Macedonia","Greece","2016",152.3,311.6,657.1
"Other Europe","Greece","2016",1081.7,9546,83147.4
"North Africa","Greece","2016",287.8,2525.9,20668.4
"Sub-Saharan Africa","Greece","2016",473.5,4150.6,33255.4
"West Asia","Greece","2016",432,3943.6,36449.5
"East Asia","Greece","2016",162.8,1531,13443.8
"South-Southeast Asia","Greece","2016",466.3,4005.4,35631.1
"North America and Oceania","Greece","2016",315.5,2468.2,21148.8
"Latin America","Greece","2016",194.5,1510,13124.4
"Austria","Hungary","2016",4026.2,6317.8,9782.1
"Belgium","Hungary","2016",414.2,635.9,977.9
"Bulgaria","Hungary","2016",224.2,460.8,989.4
"Croatia","Hungary","2016",170.9,340.9,687.8
"Cyprus","Hungary","2016",16.7,78.8,401.8
"Czechia","Hungary","2016",144.5,741.9,3754.9
"Denmark","Hungary","2016",315.7,436.1,611.6
"Estonia","Hungary","2016",19.2,39.5,80.2
"Finland","Hungary","2016",118.7,166.6,237.6
"France","Hungary","2016",541.1,843.5,1313
"Germany","Hungary","2016",1650.8,8006.3,41266.8
"Greece","Hungary","2016",94.2,430,2122.7
"Hungary","Hungary","2016",NA,NA,NA
"Iceland","Hungary","2016",17.6,27.2,41.8
"Ireland","Hungary","2016",202.8,582.5,1662.4
"Italy","Hungary","2016",918.9,1395.2,2171.2
"Latvia","Hungary","2016",15.8,78.6,388.8
"Liechtenstein","Hungary","2016",0.8,1.7,3.7
"Lithuania","Hungary","2016",15.5,26.4,43.3
"Luxembourg","Hungary","2016",13,64.9,315.1
"Malta","Hungary","2016",7.4,36,174.8
"Netherlands","Hungary","2016",981.4,1359.2,1903.6
"Norway","Hungary","2016",174,246.1,343.7
"Poland","Hungary","2016",185.6,919.8,4618.3
"Portugal","Hungary","2016",36.9,189.1,949.4
"Romania","Hungary","2016",1067.4,5767.9,28884.9
"Slovakia","Hungary","2016",458.8,913.9,1810.6
"Slovenia","Hungary","2016",66,104.8,166.1
"Spain","Hungary","2016",234.1,1153.7,5857.1
"Sweden","Hungary","2016",295.5,411.5,570.4
"Switzerland","Hungary","2016",935,1302.4,1814.3
"United Kingdom","Hungary","2016",1009.1,4052.1,17059.5
"North Macedonia","Hungary","2016",20,42.5,95.5
"Other Europe","Hungary","2016",510.9,4344.9,36830.6
"North Africa","Hungary","2016",95.8,846.4,7323.1
"Sub-Saharan Africa","Hungary","2016",136.3,1185.6,10580.1
"West Asia","Hungary","2016",202.8,1723.8,15127.2
"East Asia","Hungary","2016",188.2,1706.5,13993
"South-Southeast Asia","Hungary","2016",257.3,2150.7,17835.9
"North America and Oceania","Hungary","2016",139.7,1294,11254.1
"Latin America","Hungary","2016",108.1,951.6,8186
"Austria","Iceland","2016",29.9,41.6,56.9
"Belgium","Iceland","2016",24.6,34.6,48.2
"Bulgaria","Iceland","2016",68.9,93.9,127.9
"Croatia","Iceland","2016",76.7,105.9,143.3
"Cyprus","Iceland","2016",1.4,2.9,5.4
"Czechia","Iceland","2016",109.3,146.3,197.7
"Denmark","Iceland","2016",753.2,942.7,1169.3
"Estonia","Iceland","2016",16,24.1,36
"Finland","Iceland","2016",52,68.2,88.5
"France","Iceland","2016",139.5,187.1,247.8
"Germany","Iceland","2016",278.7,367.6,483.7
"Greece","Iceland","2016",26.7,39.1,56
"Hungary","Iceland","2016",77.8,107,145.8
"Iceland","Iceland","2016",NA,NA,NA
"Ireland","Iceland","2016",26.6,38.7,55.5
"Italy","Iceland","2016",86.3,113.8,150.4
"Latvia","Iceland","2016",147.7,197.4,265.4
"Liechtenstein","Iceland","2016",0.1,0.2,0.6
"Lithuania","Iceland","2016",539.7,690.5,878.8
"Luxembourg","Iceland","2016",21.2,32.2,47.9
"Malta","Iceland","2016",2.1,3.9,7
"Netherlands","Iceland","2016",66.6,86.7,112.4
"Norway","Iceland","2016",785.7,986.4,1239
"Poland","Iceland","2016",2469.3,3225.7,4200.4
"Portugal","Iceland","2016",165.1,220.5,294.5
"Romania","Iceland","2016",192.4,257.4,339.3
"Slovakia","Iceland","2016",91.5,123.8,165.9
"Slovenia","Iceland","2016",8.4,12.8,19.1
"Spain","Iceland","2016",247.8,327.8,432.3
"Sweden","Iceland","2016",467.6,584.2,728.5
"Switzerland","Iceland","2016",52.2,68,89.2
"United Kingdom","Iceland","2016",315.1,415.1,544
"North Macedonia","Iceland","2016",3.7,6.3,10.5
"Other Europe","Iceland","2016",168.2,224.2,300.2
"North Africa","Iceland","2016",23.6,34.6,50
"Sub-Saharan Africa","Iceland","2016",74.6,101.4,138.1
"West Asia","Iceland","2016",145.2,195.1,261.5
"East Asia","Iceland","2016",61.2,85.1,116.2
"South-Southeast Asia","Iceland","2016",254.2,336.1,441.6
"North America and Oceania","Iceland","2016",351.4,462.4,608.5
"Latin America","Iceland","2016",99.7,134.7,181.5
"Austria","Ireland","2016",149.5,232.2,369.6
"Belgium","Ireland","2016",337,512.7,800.1
"Bulgaria","Ireland","2016",162.9,336.1,674.9
"Croatia","Ireland","2016",284.4,574.4,1173.4
"Cyprus","Ireland","2016",44.4,121,336.6
"Czechia","Ireland","2016",304.5,826,2167.3
"Denmark","Ireland","2016",175.6,249,348.2
"Estonia","Ireland","2016",149.1,297.3,600.3
"Finland","Ireland","2016",134.4,191.1,270.5
"France","Ireland","2016",3063.5,4799.5,7525.3
"Germany","Ireland","2016",1271.4,3444.5,9201.6
"Greece","Ireland","2016",99.3,269.7,718.6
